file	formula	svnrevision
9015612	- Ba3 Mg3 O40 Ti17 -	201816
9015614	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9015616	- Ba O3 Ti -	201816
9015620	- Al2 O4 Zn -	201816
9015623	- Al3 K O12 Si3 -	201816
9015626	- Al2 Co0.07 Mg0.93 O4 -	201816
9015640	- Fe Mn O4 Si -	201816
9015643	- Mg0.096 O1.904 Zr0.904 -	201816
9015647	- Al1.46 Fe0.539 Mg1.001 O4 -	201816
9015651	- Ca O3 Sn -	201816
9015653	- Cr2 O3 -	205228
9015658	- Mg2 O4 Si -	201816
9015662	- O2 Ti -	201816
9015664	- Al1.459 Fe0.537 Mg1.003 O4 -	201816
9015674	- Ba Na2 O14 Si4 Ti2 -	201816
9015680	- Al1.9 Be3 Cr0.1 O18 Si6 -	201816
9015681	- Na1.86 Nb2 Nd0.05 O6 -	201816
9015692	- Cr2 O3 -	205228
9015694	- Mn O2 -	201816
9015698	- Al6.5 Ca5 Mg0.75 O17 Si0.75 -	201816
9015700	- Ca2 O16 Ti2 Zr5 -	201816
9015705	- Al1.611 Fe0.388 Mg O4 -	201816
9015709	- Al1.46 Fe0.539 Mg1.001 O4 -	201816
9015714	- Cu O -	201816
9015715	- Ba O3 Ti -	201816
9015716	- Al1.461 Fe0.538 Mg1.001 O4 -	201816
9015720	- Ca2 Fe2 O5 -	201816
9015731	- Al0.55 Ca2 Fe1.45 O5 -	201816
9015737	- Ba0.492 Cu O10 Si4 Sr0.508 -	201816
9015756	- Al2 Cu0.78 Mg0.22 O4 -	201816
9015759	- Al1.61 Fe0.39 Mg O4 -	201816
9015764	- Ca O13.014 Si4 V -	201816
9015771	- Ca O3 Sn -	201816
9015777	- Al2 Ca O8 Si2 -	201816
9015778	- Cr2 O3 -	201816
9015779	- Al1.98 Ca0.69 Cr0.02 Fe1.08 Mg1.23 O12 Si3 -	201816
9015782	- Al1.461 Fe0.537 Mg1.001 O4 -	201816
9015790	- Be O -	201816
9015791	- O2 Si -	201816
9015795	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9015803	- Fe Ge2 Li O6 -	201816
9015805	- Be O -	201816
9015809	- Mg O3 Si -	201816
9015812	- La0.2 Nb2 O6 Sr0.8 -	201816
9015815	- Ca O3 Sn -	201816
9015816	- Al0.02 Ba0.85 Ca0.15 Fe0.26 K0.72 Mg0.08 Mn0.04 Na1.26 Nb0.16 O14 Si4 Ti1.24 Zr0.02 -	201816
9015819	- Ca O8 Ti Zr2.5 -	201816
9015821	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9015822	- Cu O -	201816
9015824	- Na Nb0.8 O2.9 Ti0.2 -	201816
9015837	- Ca3.5 Na4.5 O18 Si6 -	201816
9015839	- Fe Nb0.13 O6 Ta1.87 -	201816
9015841	- Cu O -	201816
9015845	- Al1.46 Fe0.537 Mg1.001 O4 -	201816
9015847	- Fe Ge2 Li O6 -	201816
9015849	- Mn2 O4 Si -	201816
9015853	- Cu O10 Si4 Sr -	201816
9015858	- Mg2 O4 Si -	201816
9015862	- Al0.37 Ca2 Fe1.63 O5 -	201816
9015870	- Cu2 O7 V2 -	201816
9015887	- Cu O -	201816
9015897	- La0.924 Nb1.228 O6 Ti0.772 -	201816
9015918	- Ba O10 Sc2 Si3 -	201816
9015920	- Li O4 Ti2 -	201816
9015923	- Fe Ge2 Li O6 -	201816
9015924	- Cu O -	201816
9015926	- Eu O6 Ta2 -	201816
9015929	- O2 Ti -	201816
9015930	- Al1.457 Fe0.539 Mg1.002 O4 -	201816
9015946	- Al1.608 Fe0.389 Mg1.003 O4 -	201816
9015949	- Al Ca0.5 O4 Si -	201816
9015950	- O4 Pb W -	201816
9015955	- Al0.37 Ca2 Fe1.63 O5 -	201816
9015964	- Fe2 O3 -	201816
9015968	- B Nd O5 Si -	201816
9015971	- Al1.608 Fe0.389 Mg1.001 O4 -	201816
9015974	- Mg39 O120 Si28 -	201816
9015975	- Cr O4 Pb -	205215
9015977	- K2 O10 Si3 Ti -	201816
9015978	- Fe Ge2 Li O6 -	201816
9015979	- Na Nb O3 -	201816
9015981	- Ca O8 Ti Zr2.5 -	201816
9015985	- Fe1.001 Nb0.13 O6 Ta1.869 -	201816
9015992	- Ca O3 Sn -	201816
9016000	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9016004	- Al1.61 Fe0.391 Mg1.001 O4 -	201816
9016006	- Ce O6 Ta Ti -	201816
9016007	- Al1.46 Fe0.54 Mg1.002 O4 -	201816
9016013	- Ca2 Fe2 O5 -	201816
9016018	- Al0.55 Ca2 Fe1.45 O5 -	201816
9016021	- Al1.455 Fe0.545 Mg O4 -	201816
9016028	- Mn O2 -	201816
9016029	- Al1.459 Fe0.54 Mg1.003 O4 -	201816
9016035	- O3.6 Pb0.875 W -	201816
9016041	- Li O8 Ta3 -	201816
9016044	- Ba Mg2 O7 Si2 -	201816
9016047	- Ba Er2 O10 Si3 -	201816
9016051	- Al1.463 Fe0.535 Mg1.002 O4 -	201816
9016052	- Mg O3 Si -	201816
9016057	- Cu O -	201816
9016067	- Fe Ge2 Li O6 -	201816
9016068	- Ca3.46 O69.98 Si24 -	201816
9016072	- Al0.94 Cr0.06 Nb O4 -	201816
9016076	- Al1.46 Fe0.539 Mg1.001 O4 -	201816
9016077	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9016080	- Ba0.295 O4 Ti1.3 V0.7 -	201816
9016084	- Ba O3 Ti -	201816
9016090	- Al1.609 Fe0.39 Mg1.001 O4 -	201816
9016096	- Al1.609 Fe0.391 Mg O4 -	201816
9016099	- D4 Na3 O10 Si Ti2 -	201816
9016100	- Ca3 O7 Si2 -	201816
9016105	- Cu O -	201816
9016109	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9016110	- Al Ge2 Li O6 -	201816
9016111	- Mg1.84 O4 Si0.98 -	201816
9016112	- Be O -	201816
9016115	- Ca2 O12 Pb Si3 Zn3 -	201816
9016116	- Mg0.6 Mn1.4 O4 Si -	201816
9016119	- Fe Nb0.13 O6 Ta1.87 -	201816
9016125	- Ca3 O5 Si -	201816
9016126	- La0.17 Na1.5 Nb2 O6 -	201816
9016129	- Ca2 O4 Si -	201816
9016137	- Ba Be2 O7 Si2 -	201816
9016138	- Mg1.88 O4 Si0.98 -	201816
9016139	- Fe Ge O3 -	201816
9016143	- Fe Nb0.13 O6 Ta1.87 -	201816
9016152	- Ba O3 Ti -	201816
9016153	- Mg O3 Si -	201816
9016155	- D4 Na O9 Si Ti2 -	201816
9016156	- Al4 Ca2 O17 Si4 -	201816
9016157	- Al0.55 Ca2 Fe1.45 O5 -	201816
9016165	- Al2 Co O4 -	201816
9016173	- Na Nb O3 -	201816
9016175	- Al1.61 Fe0.389 Mg1.001 O4 -	201816
9016189	- Ca O3 Sn -	201816
9016194	- Cu O -	201816
9016202	- Ba Gd2 O10 Si3 -	201816
9016212	- Fe1.1 Mg0.75 Mn0.15 O4 Si -	201816
9016213	- Cr2 O3 -	205228
9016221	- Ba O9 Si3 Ti -	201816
9016224	- Na Nb0.95 O2.975 Ti0.05 -	201816
9016225	- O2 Si -	201816
9016226	- Fe1.74 K0.81 Mn0.26 Na0.35 O30 Si12 Zn2.79 -	201816
9016233	- Mg48 O147 Si34 -	201816
9016238	- Al1.608 Fe0.39 Mg O4 -	201816
9016243	- Al0.5 Ca0.6 Fe La3.4 Mn0.5 Nb0.5 O22 Si4 Ti2.5 -	201816
9016247	- Ca2 Fe2 O5 -	201816
9016248	- Li Nb O3 -	201816
9016249	- O2 Si -	201816
9016257	- Mg O3 Si -	201816
9016265	- Mg O3 Si -	201816
9016266	- Ca3.48 O67.73 Si24 -	201816
9016267	- Al1.61 Fe0.388 Mg O4 -	201816
9016270	- Al Ge2 Li O6 -	201816
9016271	- Al K0.987 O4 Si -	201816
9016275	- Ca0.16 Fe0.12 Mn0.16 Na6.42 O18 Si6 Sn0.04 Ti0.01 U0.02 Y0.14 Zr0.67 -	201816
9016278	- Al0.32 O2 Si0.68 -	201816
9016289	- Fe1.1 Mg0.75 Mn0.15 O4 Si -	201816
9016292	- Fe0.07 Mn0.18 Nb0.42 O4 Sc0.5 Sn0.2 Ta0.58 Ti0.05 -	201816
9016293	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9016297	- Be O -	201816
9016316	- Al1.61 Fe0.388 Mg O4 -	201816
9016320	- Al1.614 Ca3 Fe1.386 O12 Sn1.362 Ti0.638 -	201816
9016326	- Cu O -	201816
9016327	- Cr2 O3 -	201816
9016328	- Al1.609 Fe0.391 Mg O4 -	201816
9016333	- O6 Ta Ti Yb -	201816
9016335	- Al0.6 K1.26 Na2.22 Nb1.29 O31 Ta9.11 -	201816
9016336	- Al1.459 Fe0.538 Mg1.001 O4 -	201816
9016343	- Al1.468 Fe0.53 Mg1.004 O4 -	201816
9016362	- Al1.99 Cu0.41 Mg0.59 O4 -	201816
9016363	- Al1.609 Fe0.389 Mg1.002 O4 -	201816
9016364	- Al1.459 Fe0.539 Mg1.002 O4 -	201816
9016367	- B Ce O5 Si -	201816
9016370	- Al1.609 Fe0.389 Mg O4 -	201816
9016378	- Fe0.999 Nb0.13 O6 Ta1.871 -	201816
9016385	- Mg2 O4 Si -	205141
9016396	- Be2 Ca0.3 Dy0.4 Fe0.242 O10 Si2 Y1.3 -	201816
9016400	- O2 Si -	201816
9016403	- O2 Si -	201816
9016408	- Be O -	201816
9016409	- B La O5 Si -	201816
9016416	- Al1.461 Fe0.54 Mg0.999 O4 -	201816
9016426	- Ce O4 V -	201816
9016427	- Cr2 O3 -	205228
9016430	- Al K0.982 O4 Si -	201816
9016433	- Mg1.92 O4 Si -	201816
9016434	- Al2 Cu0.44 Mg0.56 O4 -	201816
9016435	- Mg0.6 Mn1.4 O4 Si -	201816
9016449	- Fe1.04 Mg0.02 Mn1.87 Na0.18 O38 Pb0.61 Sr0.39 Ti7.02 U0.02 V7.74 Zn0.25 -	201816
9016450	- Ba O9 Si3 Ti -	201816
9016457	- Fe2 O3 -	201816
9016466	- Fe Nb0.13 O6 Ta1.87 -	201816
9016467	- Mg1.92 O4 Si0.98 -	201816
9016470	- Al0.37 Ca2 Fe1.63 O5 -	201816
9016471	- Ca8 O18 Si5 -	201816
9016474	- Al1.459 Fe0.539 Mg1.001 O4 -	201816
9016484	- Al K0.98 O4 Si -	201816
9016492	- Ge O2 -	201816
9016495	- Ca Fe0.12 Mg0.88 O4 Si -	201816
9016504	- Al1.609 Fe0.389 Mg O4 -	201816
9016511	- Al2 Cu0.7 Mg0.3 O4 -	201816
9016515	- Mg Mn O4 Si -	201816
9016524	- Be O -	201816
9016530	- O10 Si3 Sr Y2 -	201816
9016535	- O3 V2 -	201816
9016553	- O3 Si Sr -	201816
9016558	- O3 Si Sr -	201816
9016561	- Al4 B10.68 Be5.32 Cs0.34 K0.34 O28 Rb0.17 -	201816
9016563	- Cr2 O3 -	205228
9016564	- Al1.461 Fe0.538 Mg1.001 O4 -	201816
9016567	- Fe Ge2 Li O6 -	201816
9016570	- Al2 Mg3 O12 Si3 -	201816
9016572	- Fe0.087 Mg0.913 O3 Si -	201816
9016574	- Fe Ge O3 -	201816
9016577	- Al1.609 Fe0.391 Mg O4 -	201816
9016580	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9016596	- Al Ge2 Li O6 -	201816
9016598	- Mg2 O4 Si -	201816
9016602	- Fe2.48 Mg0.09 O4 Si0.43 -	201816
9016609	- Cr2 O3 -	201816
9016617	- Fe0.6 Mn1.4 O4 Si -	201816
9016619	- Al K0.986 O4 Si -	201816
9016623	- Fe Mn O4 Si -	201816
9016624	- Ba O3 Ti -	201816
9016625	- Mg1.88 O4 Si0.97 -	201816
9016628	- Ca2 Fe2 O5 -	201816
9016631	- Fe Nb0.13 O6 Ta1.87 -	201816
9016634	- Al0.5 Nb0.5 O2 -	201816
9016638	- Ba O3 Ti -	201816
9016644	- Fe0.34 Mg0.92 Na1.94 O12 Si4.8 -	201816
9016649	- Fe Nb0.13 O6 Ta1.87 -	201816
9016657	- La0.2 Nb2 O6 Sr0.8 -	201816
9016658	- Mg1.96 O4 Si -	201816
9016667	- Mn O2 -	201816
9016670	- Fe Ge O3 -	201816
9016671	- Ba0.5 Cu O10 Si4 Sr0.5 -	201816
9016673	- Al2 Mg3 O12 Si3 -	201816
9016676	- Al1.46 Fe0.541 Mg1.001 O4 -	201816
9016679	- Al2 Mg3 O12 Si3 -	201816
9016689	- Cr Mn2 O9 Pb2 -	201816
9016690	- Ba Ca2 O9 Si3 -	201816
9016691	- Al2 Mg3 O12 Si3 -	201816
9016694	- Ba Ca2 O9 Si3 -	201816
9016698	- Al1.459 Fe0.54 Mg1.003 O4 -	201816
9016702	- Cu5 Li2 O14 Si4 -	201816
9016703	- Al Ca0.484 O4 Si -	201816
9016710	- Ba O9 Si3 Ti -	201816
9016714	- O2 Zr -	201816
9016715	- La0.1 Nb2 O6 Sr0.9 -	201816
9016719	- Al2 Co0.08 Mg0.91 O4 -	201816
9016728	- Cr2 O3 -	201816
7209847	- B3 Ca4 O10 Pr -	176432
7209918	- B La Mo O6 -	180430
4001767	- Ga2 O4 Zn -	176432
4001768	- Ga1.8 Ge0.1 O4 Zn1.1 -	176432
4001769	- Ga1.5 Ge0.25 O4 Zn1.25 -	176432
4001770	- Ga Ge0.5 O4 Zn1.5 -	176432
4001779	- La9.5 O26 Si5.87 -	176467
4001780	- Ba2 Fe O5.5 Y -	176427
7210231	- O2.93 Sr V -	176429
1512117	- O3 Sr V -	176435
1512118	- O3 Sr V -	176429
1512119	- O3 Sr V -	176435
1512120	- Ba0.9 O3 Sr0.1 Ti -	176432
1512121	- Ba0.8 O3 Sr0.2 Ti -	176432
1512122	- Ba0.7 O3 Sr0.3 Ti -	176432
1512123	- Ba0.5 O3 Sr0.5 Ti -	176432
1512124	- O3 Sr Ti -	176432
1512125	- Ba0.6 O3 Sr0.4 Ti -	267939
4001791	- K5.06 Nb4.724 O30 Ta6.264 -	178377
4001797	- Li25 Nd125 O600 Ti200 -	176432
4001798	- Li25 Nd125 O600 Ti200 -	178377
4001799	- Ba4 Nb2 O9 -	176432
4001801	- Li0.15 Nd0.617 O3 Ti -	176467
7021867	- Fe Li2 O4 Si -	176453
2019132	- Ge4 Na2 O9 -	176760
2019133	- Ge4 K2 O9 -	176760
2019134	- Ge4 O9 Rb2 -	176760
2238546	- Li Mo O6 V -	176798
2238572	- Al0.5 Li0.5 Mg2 Mo3 O12 -	176435
1512557	- Al2.5 B0.5 O4.5 -	176729
2019177	- Ge4 Li2 O9 -	176760
1512558	- Eu0.08 Na3.92 O24 Sc4 Si8 -	205493
1512657	- B2 Cd O5 Sr -	176729
7022025	- Ca K2 O7 V2 -	179925
7022026	- Ca10 K O28 V7 -	179925
7023085	- Ge K2 O50 W12 -	212870
7023086	- Ge3 K6 O141 W36 -	179935
7023087	- K2 O46 Si W12 -	212870
7023088	- K2 O46 Si W12 -	212870
2105549	- Hf O3 Pb -	176435
2105551	- Al0.97 Ge1.03 K0.19 Na0.78 O4 -	176768
2105552	- Al Ge K0.25 Na0.75 O4 -	176432
2105593	- Cr O4 Rb2 -	176432
2105634	- O12 Re2 Tm5 -	176768
2105669	- Eu0.976 V1.13 Mo7.10 O14 -	176768
2105670	- Eu0.986 V1.10 Mo7.30 O14 -	176768
2105671	- Eu1 Mo7.96 O14 -	176768
2105681	- O1.879 Y0.242 Zr0.758 -	176435
2105682	- O1.879 Y0.242 Zr0.758 -	176435
2019202	- Mo6 Na9 O24 Sc -	176760
2238816	- Cd2 O7 V2 -	176798
1513087	- Fe2 O4 Zn -	176435
2105685	- Mg2 O6 Si2 -	176768
4001860	- B36 Ni6 O132 V24 -	178377
4001861	- B24 Mn4 O88 V16 -	178377
7211787	- Ba2 Li3 O32 W8 Y3 -	180448
7212095	- Nb2 O7 -	176432
7212104	- Lu2 O7 Si2 -	180452
7212163	- Na2 Nb4 O11 -	180452
7212164	- Ag2 Nb4 O11 -	180452
7212242	- Cu O -	176453
7212245	- O3 Sr Ti -	176453
7025365	- B2 Ge Nd2 O8 -	179959
7025366	- B2 Ge O8 Sm2 -	179959
7025367	- B2 Eu2 Ge O8 -	179959
7025368	- B2 Gd2 Ge O8 -	179959
7025369	- B2 Ge O8 Tb2 -	179959
7212939	- K0.7 Na0.3 Nb O3 -	176453
7212940	- K0.7 Na0.3 Nb O3 -	176453
7212941	- K0.7 Na0.3 Nb O3 -	176453
7212942	- K0.7 Na0.3 Nb O3 -	176453
7212943	- K0.93 Na0.07 Nb O3 -	176453
7212944	- K0.903 Na0.097 Nb O3 -	176453
7212945	- K0.86 Na0.14 Nb O3 -	176453
7212946	- K0.84 Na0.16 Nb O3 -	176453
7212947	- K0.83 Na0.17 Nb O3 -	176453
7212948	- K0.77 Na0.23 Nb O3 -	176453
7212949	- K0.73 Na0.27 Nb O3 -	176453
7212950	- K0.75 Na0.25 Nb O3 -	176453
7212951	- K0.72 Na0.28 Nb O3 -	176453
2300391	- B12 Cs2 Li2 O20 -	176809
7110493	- Na2 O13 Si5 Ti -	180218
2019330	- Ba4 O27 Ti12 -	176435
2238958	- Ca2 Nb3 O10 Rb -	176435
4508623	- Ba2 Cu2 O10 Y4 -	179622
4509031	- Co0.19 Li0.93 Mo1.5 O6 Zn0.88 -	176467
4509032	- Li7.82 Mo12 O48 Zn8.18 -	179626
1513252	- Ba O3 Ti -	176729
4332086	- Co2 In2 O26 Rb6 Si9 -	179423
4332189	- La2.47 Na1.53 O6 Rh -	179424
4332191	- Na1.55 Nd2.45 O6 Rh -	179424
4332192	- Na2 Nd2 O6 Pt -	179424
4332364	- Cu3 Ge4 Na2 O12 -	179426
4332365	- Cu3 Ge3.13 Na2 O12 Si0.87 -	179426
4332366	- Cu3 Ge2.28 Na2 O12 Si1.72 -	179426
4332805	- Co1.25 O3.67 Sr1.5 -	176467
4332806	- Co1.25 O3.59 Sr1.5 -	176467
4332807	- Co1.25 O3.56 Sr1.5 -	176467
4332875	- Ba2 Co9 O14 -	179431
4332876	- Ba3 Co10 O17 -	179431
4332889	- Al3 B4 O12 Tm -	179431
4333403	- Li4 Mo2 O38 U10 -	179437
1513300	- O3 Y2 -	190338
2300442	- Gd K O8 W2 -	176809
4333664	- Ba2 In1.9 Mn0.1 O5.11 -	190391
4333665	- Ba2 In1.76 Mn0.24 O5.24 -	190391
4333666	- Ba In0.82 Mn0.18 O2.5 -	190392
4333753	- Ca O12 Pd3 Ti4 -	179440
4333754	- Ca O12 Pd3 V4 -	179440
4334085	- Ba Fe O4 Y -	179443
4334297	- Ca4 Ga Nb O8 -	198749
4334350	- Cu3 La O12 Pt3.73229 -	179446
4334355	- Eu2 Ge4 K4 O16 U -	179446
4334533	- Cr12 O52 Rb8 U4 -	179448
4334584	- Ba Fe9 Li O15 -	179448
4334598	- B Gd O3 -	176432
4334646	- B7 K15 O72 U18 -	179449
4334827	- B4 Cs2 Ge O9 -	179451
4334920	- Ba0.738 Fe1.026 Mn0.974 O5 Pb1.262 -	176432
4334950	- B6 Be O13 Sr3 -	179452
4334972	- Cs2 O8 V3 -	179452
4335608	- O12 Si5 Tl4 -	179459
1513333	- O3 Pb Ti0.7 Zr0.3 -	176435
1513334	- O3 Pb Ti0.9 Zr0.1 -	176435
4336051	- B9 Ba Li O15 -	176467
4336319	- Cu3 Mn O12 V4 -	179466
4336389	- Ca Co3 O12 V4 -	179466
4336390	- Ca O3 V -	179466
4336391	- O2 V -	179466
4336422	- Cr Mn O4 -	179467
4336635	- In O4 V -	179469
4336636	- In O4 V -	179469
4336697	- Al2 Eu O4 -	176432
4336766	- Ba0.66 O8.16 Ta3 -	176467
4336824	- Ho La O7 Si2 -	176432
4336825	- Ho1.8 La0.2 O7 Si2 -	176432
4336891	- B2 Ge2 O8 Sr -	179471
4336892	- B6 Ge2 O16 Sr3 -	179471
4336922	- Cu3 Fe4 La O12 -	179472
4336923	- Cu3 Fe4 O12 Pr -	179472
4336924	- Cu3 Fe4 Nd O12 -	179472
4336925	- Cu3 Fe4 O12 Sm -	179472
4336926	- Cu3 Eu Fe4 O12 -	179472
4336927	- Cu3 Fe4 Gd O12 -	179472
4336928	- Cu3 Fe4 O12 Tb -	179472
4336929	- Cu3 Dy Fe4 O12 -	179472
4336930	- Cu3 Fe4 Ho O12 -	179472
4336931	- Cu3 Er Fe4 O12 -	179472
4336932	- Cu3 Fe4 O12 Tm -	179472
4336933	- Cu3 Fe4 O12 Yb -	179472
4336934	- Cu3 Fe4 Lu O12 -	179472
4337057	- Ag Cu3 O12 V4 -	179473
4119149	- K Nb O3 -	178962
4119596	- Cu3 Fe4 O12 Y -	178966
4001881	- Ge2 K Mn3 O9 -	178377
4001882	- Ge2 K0.35 Mn3 O9 Rb0.65 -	178377
2239035	- Fe Li0.37 Mo2 Na0.63 O8 -	176798
7213712	- B5 Cs2 Li3 O10 -	180468
7028672	- B12 K3 Li9 O24 -	211691
7028735	- La7 Mo5.25 O30 W1.75 -	176453
7028736	- La7 Mo3.5 O30 W3.5 -	176453
7053979	- B10 O21 Pb4 Zn2 -	180093
4337281	- B5 Be2 O11 Y -	179475
4337282	- B5 Be2 Gd O11 -	179475
4120491	- B9 Cs3 O21 Zn6 -	178981
1513880	- Li Mn O2 -	210950
4337664	- Mo3 O12 Rb2 Th -	179479
4337665	- Mo6 O24 Rb8 Th -	179479
4337666	- Mo4 O16 Rb4 Th -	179479
4337667	- Mo12 O48 Rb4 Th5 -	179479
4337785	- B Be Li O3 -	179480
4337786	- B4 Be3 Li6 O12 -	179480
4337787	- B6 Be5 Li8 O18 -	179480
4337807	- B5 Cs O8 -	179481
1513956	- Li Mn O2 -	176429
1513958	- Li2 Mn O3 -	176429
1513959	- Li2 Mn O2 -	176435
1513960	- Li0.83 Mn1.76 O4 -	176729
1513961	- Li0.03 Mn2 O4 -	176788
1513962	- Li Mn2 O4 -	176788
1513963	- Li Mn O2 -	176788
1513964	- Li Mn2 O4 -	176788
1513965	- Li Mn2 O4 -	176788
1513966	- Li Mn2 O4 -	176788
1513967	- Li Mn2 O4 -	176788
1513968	- Li Mn2 O4 -	176788
1513969	- Li Mn2 O3.868 -	176788
7214192	- Li Mn2 O3.884 -	176453
1513970	- Li2 Mn O2 -	176788
7214193	- Li Mn2 O3.892 -	176453
7214195	- Li Mn2 O3.96 -	176453
7214196	- Li Mn2 O3.928 -	176453
7214197	- Li Mn2 O3.912 -	176453
7214198	- Li Mn2 O3.944 -	176453
7214199	- Li Mn2 O3.96 -	176453
7214200	- Li Mn2 O3.984 -	176453
7214201	- Li Mn2 O3.96 -	176453
7214202	- Li1.022 Mn1.978 O3.884 -	180473
7214203	- Li1.042 Mn1.958 O3.956 -	180473
7214204	- Li1.09 Mn1.91 O3.992 -	180473
7214205	- Li Mn2 O3.9 -	176453
7214206	- Li1.022 Mn1.978 O3.94 -	180473
7214207	- Li1.034 Mn1.966 O3.976 -	180473
7214208	- Li1.068 Mn1.932 O3.984 -	180473
7214209	- Li1.077 Mn1.923 O4 -	180473
1513971	- Li1.5 Mn0.97 O2 -	176788
1513972	- Li Mn O4 -	176788
1513973	- Li2 Mn O3 -	176788
1513974	- Li0.05 Mn2 O4 -	176788
1513975	- Li1.11 Mn1.74 O4 -	176788
1513976	- Li1.12 Mn1.7 O4 -	176788
1513977	- Li2.72 Mn6.64 O16 -	176788
8103494	- Li0.88 Mn2 O4 -	176428
8103495	- Li0.115 Mn O2 -	176429
1513978	- Li5.28 Mn6.72 O16 -	176788
7214210	- Li Mn O2 -	176453
7214211	- Li Mn O2 -	176453
7214212	- Li Mn O2 -	176453
7214213	- Li Mn O2 -	176453
7214214	- Li Mn O2 -	176429
7214215	- Li Mn O2 -	201202
1513979	- Li Mn O2 -	176788
2300447	- Li1.99 Mn1.01 O3 -	176332
1513980	- Li Mn O2 -	176788
1513981	- Li1.32 Mn1.68 O4 -	176788
1513982	- Li1.34 Mn1.66 O4 -	176788
1513983	- Li1.13 Mn2 O4 -	176788
1513984	- Li Mn2 O4 -	176788
1513985	- Li0.04 Mn2 O4 -	176788
1513986	- Li0.961 Mn2 O4 -	176788
1513988	- Li Mn2 O4 -	176788
1513989	- Li0.971 Mn1.945 O4 -	176788
1513990	- Li0.981 Mn1.949 O4 -	176788
1513991	- Li0.982 Mn2.018 O4 -	176788
1513992	- Li1.237 Mn1.763 O4 -	176788
1513993	- Li1.361 Mn1.639 O4 -	176788
1513994	- Li1.353 Mn1.626 O4 -	176788
4001893	- Li1.24 Mn1.72 O4 -	176428
4001894	- Li Mn2 O4 -	176429
4001895	- Li Mn2 O4 -	176429
1513995	- Li1.406 Mn1.592 O4 -	176788
7214216	- Li1.14 Mn1.86 O4 -	176428
1513996	- Li Mn2 O4 -	176788
1513997	- Li Mn2 O4 -	176788
1513999	- Li0.74 Mn2 O4 -	176788
1514001	- Li0.28 Mn2 O4 -	176808
1514003	- Li Mn O4 -	176808
4001896	- Li Mn2 O4 -	176429
1514004	- Li0.956 Mn2.044 O4 -	176808
1514005	- Li1.049 Mn1.951 O4 -	176808
4001897	- Li0.48 Mn0.89 O2 -	176428
1514006	- Li Mn2 O4 -	176808
1514007	- Li0.78 Mn1.88 O4 -	176808
1514008	- Li Mn2 O4 -	176808
1514009	- Li Mn2 O4 -	176808
1514010	- Li0.64 Mn2 O4 -	176808
1514011	- Li0.65 Mn2 O4 -	176808
1514012	- Li0.49 Mn2 O4 -	176808
1514013	- Li0.22 Mn2 O4 -	176808
1514014	- Li0.27 Mn2 O4 -	176808
1514015	- Li Mn O2 -	176808
4001898	- Li Mn O2 -	176429
4001899	- Li0.05 Mn0.96 O2 -	176334
1514016	- Li Mn2 O4 -	176808
1514017	- Li Mn1.96 O4 -	176808
1514018	- Li1.09 Mn1.96 O4 -	176808
1514019	- Li0.511 Mn2 O4 -	176808
1514020	- Li Mn2 O4 -	176808
1514021	- Li Mn2 O4 -	176808
1514025	- Li0.24 Mn O2.12 -	176808
1514026	- Li0.4 Mn O2 -	176808
1514027	- Li0.7 Mn O2 -	176808
1514028	- Li Mn O2 -	176808
1514029	- Li Mn2 O4 -	176808
1514030	- Li0.94 Mn2.034 O4 -	176808
1514031	- Li1.104 Mn1.896 O4 -	176808
1514032	- Li1.144 Mn1.856 O4 -	176808
1514033	- Li Mn2 O4 -	176808
1514034	- Li Mn O2 -	176808
1514035	- Li0.33 Mn O2 -	176808
1514036	- Li1.08 Mn1.92 O3.99 -	176808
1514037	- Li0.5 Mn0.5 O -	176808
1514038	- Li0.83 Mn1.76 O4 -	176808
1514039	- Li Mn3 O4 -	176808
1514040	- Li2 Mn2 O4 -	176808
4001900	- Li2 Mn O3 -	176429
1514041	- Li Mn2 O4 -	176808
1514042	- Li Mn2 O4 -	176808
1514043	- Li1.03 Mn1.97 O4 -	176808
4029203	- Li1.333 Mn1.667 O4 -	176428
1514044	- Li2 Mn O3 -	176808
1514045	- Li Mn2 O4 -	176808
1514046	- Li0.98 Mn O2 -	176808
1514047	- Li Mn O2 -	176808
1514048	- Li1.02 Mn O2 -	176808
4001901	- Li0.78 Mn0.85 O2 -	176428
4001902	- Li1.07 Mn0.76 O2 -	176428
4001903	- Li0.8 Mn0.81 O2 -	176428
4001904	- Li0.96 Mn0.79 O2 -	176428
4001905	- Li0.96 Mn0.74 O2 -	176428
1514049	- Li1.333 Mn1.667 O4 -	176808
1514050	- Li Mn2 O4 -	201202
1514051	- Li1.264 Mn1.736 O4 -	176808
1514052	- Li1.26 Mn1.74 O4 -	176808
1514053	- Li1.252 Mn1.748 O4 -	176808
1514054	- Li0.735 Mn1.767 O4 -	176808
1514055	- Li0.611 Mn2 O3.88 -	176808
1514056	- Li1.02 Mn1.62 O4 -	176808
